Symbol,ETF Name,Asset Class,Total Assets ,YTD,Avg Volume,Previous Closing Price,1-Day Change,Inverse,Leveraged,1 Week,4 Week,1 year,3 year,5 year,YTD FF,1 Week FF,4 Week FF,1 Year FF,3 Year FF,5 Year FF,ETFdb.com Category,Inception,ER,Commission Free,Annual Dividend Rate,Dividend Date,Dividend,Annual Dividend Yield %,P/E Ratio,Beta,# of Holdings,% In Top 10,ST Cap Gain Rate,LT Cap Gain Rate,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,Overall Rating,Liquidity Rating,Expenses Rating,Returns Rating,Volatility Rating,Dividend Rating,Concentration Rating,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),SRI Exclusion Criteria (%),Sustainable Impact Solutions (%)
TOKE,Cambria Cannabis ETF,Equity,"$11,351,282.00 ",6.52%,"11,458",$16.21 ,5.12%,No,No,10.80%,10.62%,N/A,N/A,N/A,$0.00 ,$0.00 ,$0.00 ,"$11,941,707.50 ","$11,941,707.50 ","$11,941,707.50 ",Small Cap Blend Equities,2019-07-25,0.42%,N/A,N/A,N/A,N/A,N/A,0,-4.82,34,51.31%,39%,20%,1099,$14.25 ,$15.55 ,$15.77 ,$16.48 ,58.76,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LOUP,Innovator Loup Frontier Tech ETF,Equity,"$11,330,588.00 ",5.90%,"2,638",$28.34 ,-0.98%,No,No,1.87%,7.80%,31.02%,N/A,N/A,"($1,371,905.00)",$0.00 ,"($1,371,905.00)","($3,550,455.00)","$8,212,900.00 ","$8,212,900.00 ",Global Equities,2018-07-25,0.70%,N/A,$0.00 ,N/A,N/A,0.00%,23.8,1.7,31,43.47%,39%,20%,1099,$25.83 ,$28.70 ,$28.24 ,$28.53 ,73.28,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.61,25.29%,28.57%,34.06,5.92%,6.90%
EPV,ProShares UltraShort Europe,Equity,"$11,288,394.00 ",-0.12%,"5,444",$25.85 ,0.00%,Yes,2x,-0.27%,-2.48%,-31.63%,-46.62%,-60.39%,"($648,326.50)","($648,326.50)","($648,326.50)","($1,447,568.25)","($15,457,879.00)","$4,525,119.58 ",Leveraged Equities,2009-06-16,0.95%,N/A,$0.28 ,2019-12-24,$0.06 ,1.10%,0,-1.65,356,19.35%,35%,15%,1099,$25.53 ,$26.55 ,$25.79 ,$25.88 ,37.74,B,B,C+,A,A-,N/A,N/A,6.7,75.47%,81.14%,0,0.00%,0.00%
FLQH,Franklin LibertyQ International Equity Hedged ETF,Equity,"$11,042,228.00 ",2.19%,"2,356",$27.67 ,0.29%,No,No,1.04%,1.49%,22.79%,31.16%,N/A,$0.00 ,$0.00 ,$0.00 ,"$2,596,506.00 ","($52,028.00)","($15,070,574.00)",Foreign Large Cap Equities,2016-06-01,0.40%,N/A,$0.44 ,2019-12-11,$0.24 ,1.58%,14.75,0.53,225,22.43%,39%,20%,1099,$27.04 ,$27.64 ,$27.67 ,$27.67 ,65.67,N/A,N/A,B+,N/A,N/A,N/A,N/A,7.39,79.73%,90.63%,178.11,14.20%,8.06%
RWED,Direxion MSCI Emerging Over Developed Markets ETF,Equity,"$10,957,437.00 ",2.14%,"1,291",$54.75 ,-1.07%,No,No,1.91%,3.38%,N/A,N/A,N/A,$0.00 ,$0.00 ,$0.00 ,"($2,518,643.00)","($2,518,643.00)","($2,518,643.00)",Emerging Markets Equities,2019-01-16,0.58%,N/A,$1.55 ,2019-12-23,$1.13 ,2.79%,13.26,2.22,2,100.00%,39%,20%,1099,$52.08 ,$55.50 ,$54.75 ,$54.75 ,63.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SPUS,SP Funds S&P 500 Sharia Industry Exclusions ETF,Equity,"$10,930,920.00 ",2.98%,N/A,$20.83 ,0.19%,No,No,1.53%,3.81%,N/A,N/A,N/A,"$3,580,052.50 ","$1,034,045.00 ","$3,580,052.50 ","$3,580,052.50 ","$3,580,052.50 ","$3,580,052.50 ",Large Cap Growth Equities,2019-12-18,0.49%,N/A,$0.00 ,N/A,N/A,0.00%,0,0,201,41.31%,39%,20%,1099,N/A,N/A,$20.77 ,$20.91 ,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQSG,PGIM QMA Strategic Alpha Small-Cap Growth ETF,Equity,"$10,928,540.00 ",0.41%,0,$54.62 ,0.53%,No,No,1.02%,0.93%,15.72%,N/A,N/A,$0.00 ,$0.00 ,$0.00 ,"($2,537,750.00)","($75,030.00)","($75,030.00)",Small Cap Growth Equities,2018-11-13,0.29%,N/A,$0.43 ,2019-12-27,$0.04 ,0.80%,28.8,0.92,570,4.81%,39%,20%,1099,$53.71 ,$54.87 ,$54.62 ,$54.62 ,64.52,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.36,11.40%,10.63%,81.26,2.37%,4.87%
FDEV,Fidelity Targeted International Factor ETF,Equity,"$10,781,053.00 ",0.92%,"1,064",$26.98 ,-0.59%,No,No,0.58%,1.27%,N/A,N/A,N/A,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,Foreign Large Cap Equities,2019-02-26,0.39%,N/A,$0.73 ,2019-12-20,$0.19 ,2.71%,15.84,0.9,203,12.24%,39%,20%,1099,$26.56 ,$27.07 ,$26.94 ,$27.03 ,62.92,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.44,81.62%,91.44%,214.34,13.12%,7.33%
PSM,Principal U.S. Small-MidCap Multi-Factor Core Index ETF,Equity,"$10,694,815.00 ",N/A,275,$26.40 ,-0.90%,No,No,1.38%,1.38%,N/A,N/A,N/A,$0.00 ,$0.00 ,$0.00 ,"$8,087.00 ","$8,087.00 ","$8,087.00 ",Small Cap Growth Equities,2019-07-23,0.20%,N/A,$0.21 ,2019-12-27,$0.13 ,0.80%,15.67,0,616,5.83%,39%,20%,1099,$23.24 ,$26.78 ,$26.39 ,$26.42 ,61.17,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.34,64.42%,23.63%,240.3,4.55%,4.14%
MYY,ProShares Short Midcap 400,Equity,"$10,618,818.00 ",-0.48%,"4,061",$39.53 ,-0.13%,Yes,No,-1.02%,-1.30%,-15.52%,-21.64%,-39.68%,$0.00 ,$0.00 ,$0.00 ,"($333,361.00)","($916,565.98)","($4,069,565.98)",Inverse Equities,2006-06-21,0.95%,N/A,$0.61 ,2019-12-24,$0.09 ,1.53%,0,-1.06,399,6.34%,35%,15%,1099,$39.53 ,$40.12 ,N/A,N/A,35.65,B+,B+,B-,B,A-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BOSS,Global X Founder-Run Companies ETF,Equity,"$10,611,651.00 ",4.74%,"6,342",$21.31 ,0.66%,No,No,2.45%,5.60%,20.88%,N/A,N/A,"$6,247,608.00 ","$6,247,608.00 ","$6,247,608.00 ","$5,225,489.50 ","$7,815,755.50 ","$7,815,755.50 ",Mid Cap Growth Equities,2017-02-13,0.45%,N/A,$0.11 ,2019-12-30,$0.07 ,0.50%,31.63,1.21,99,15.60%,39%,20%,1099,$19.86 ,$21.27 ,$21.30 ,$21.31 ,71.67,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.75,1.91%,5.54%,49.72,2.79%,7.12%
BAL,iPath Series B Bloomberg Cotton Subindex Total Return ETN,Commodity,"$10,564,513.00 ",1.98%,"3,559",$41.92 ,-1.50%,No,No,0.48%,5.54%,-5.29%,N/A,N/A,"($21,764.61)","($258,313.21)","$96,523.43 ","($762,103.15)","($4,048,873.21)","($9,921,714.34)",Agricultural Commodities,2018-01-17,0.45%,N/A,$0.00 ,N/A,N/A,0.00%,0,0.51,1,100.00%,35%,15%,1099,$39.59 ,$42.94 ,$41.78 ,$42.21 ,61.98,B+,A,B,A,B-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QLVD,FlexShares Developed Markets ex-US Quality Low Volatility Index Fund,Equity,"$10,559,441.00 ",0.72%,"6,519",$26.47 ,0.30%,No,No,0.89%,1.80%,N/A,N/A,N/A,"$5,228,748.00 ","$5,228,748.00 ","$5,228,748.00 ","$5,228,748.00 ","$5,228,748.00 ","$5,228,748.00 ",Volatility Hedged Equity,2019-07-15,0.32%,N/A,$0.28 ,2019-12-20,$0.19 ,1.06%,16.69,0.84,190,22.23%,39%,20%,1099,$25.99 ,$26.46 ,$26.46 ,$26.50 ,67.33,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.34,77.57%,90.12%,142.21,7.28%,8.66%
RNEM,First Trust Emerging Markets Equity Select ETF,Equity,"$10,530,737.00 ",0.51%,"1,215",$52.86 ,-0.62%,No,No,0.96%,0.96%,8.44%,N/A,N/A,$0.00 ,$0.00 ,$0.00 ,"$2,681,999.00 ","$5,161,003.00 ","$5,161,003.00 ",Emerging Markets Equities,2017-06-20,0.75%,N/A,$1.50 ,2019-12-13,$0.10 ,2.83%,13.34,0.6,249,23.04%,39%,20%,1099,$51.89 ,$53.25 ,$52.72 ,$53.02 ,60.62,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.65,59.91%,29.28%,357.47,4.58%,5.42%
FDEM,Fidelity Targeted Emerging Markets Factor ETF,Equity,"$10,468,921.00 ",2.47%,"2,941",$26.27 ,-0.38%,No,No,1.64%,2.68%,N/A,N/A,N/A,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,Emerging Markets Equities,2019-02-26,0.45%,N/A,$0.61 ,2019-12-20,$0.14 ,2.34%,13.26,1.41,213,20.80%,39%,20%,1099,$25.27 ,$26.39 ,$26.23 ,$26.35 ,66.27,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.98,21.80%,18.17%,290.39,4.05%,6.40%
PQSV,PGIM QMA Strategic Alpha Small-Cap Value ETF,Equity,"$10,427,240.00 ",-1.52%,0,$52.10 ,0.10%,No,No,-0.25%,-1.20%,14.02%,N/A,N/A,$0.00 ,$0.00 ,$0.00 ,"($2,478,695.00)","($14,995.00)","($14,995.00)",Small Cap Value Equities,2018-11-13,0.29%,N/A,$1.49 ,2019-12-27,$0.75 ,2.86%,21.3,0.72,752,2.74%,39%,20%,1099,$51.75 ,$53.22 ,$52.10 ,$52.10 ,54.86,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.06,4.59%,7.66%,147.26,2.49%,2.97%
FLIO,Franklin Liberty International Opportunities ETF,Equity,"$10,397,447.00 ",0.98%,334,$29.61 ,-0.44%,No,No,0.89%,1.65%,19.61%,N/A,N/A,$0.00 ,$0.00 ,$0.00 ,"($1,348,832.00)","$4,470,616.00 ","$4,470,616.00 ",Foreign Large Cap Equities,2017-01-25,0.60%,N/A,$0.69 ,2019-12-30,$0.13 ,2.33%,16.63,0.87,140,25.96%,39%,20%,1099,$28.94 ,$29.78 ,$29.61 ,$29.61 ,65.86,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.48,28.11%,75.98%,156.25,5.30%,5.44%
SBUG,iPath Silver ETN,Commodity,"$10,348,563.00 ",0.61%,0,$25.59 ,1.15%,No,No,-0.77%,5.63%,N/A,N/A,N/A,"$2,556.33 ","$2,556.33 ","$2,556.33 ","$131,258.78 ","$131,258.78 ","$131,258.78 ",Precious Metals,2019-10-07,N/A,N/A,$0.00 ,N/A,N/A,0.00%,0,2,N/A,N/A,39%,20%,1099,$24.16 ,$26.41 ,$25.59 ,$25.59 ,56.62,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
VQT,Barclays ETN+ S&P VEQTOR ETN,Equity,"$10,315,932.00 ",2.33%,512,$169.86 ,0.30%,No,No,1.10%,2.99%,10.58%,22.80%,11.83%,"($2,508,860.85)",$0.00 ,"($2,508,860.85)","($20,577,475.43)","($207,797,217.78)","($608,554,935.16)",Hedge Fund,2010-09-01,0.95%,N/A,$0.00 ,N/A,N/A,0.00%,0,0.6,505,23.17%,35%,15%,1099,$164.20 ,$170.07 ,$169.86 ,$169.86 ,67.99,A-,B+,C,C,A+,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PY,Principal Shareholder Yield Index ETF,Equity,"$10,315,563.00 ",0.29%,"4,742",$34.37 ,-0.26%,No,No,0.45%,0.15%,20.39%,30.66%,N/A,$0.00 ,$0.00 ,$0.00 ,"($3,502,768.50)","$1,762,039.00 ","$6,762,064.00 ",All Cap Equities,2016-03-21,0.29%,N/A,$0.78 ,2019-12-27,$0.20 ,2.27%,12.98,1.24,136,12.40%,20%,39%,1099,$33.39 ,$34.87 ,$34.34 ,$34.45 ,59.99,N/A,N/A,B-,N/A,N/A,N/A,N/A,5.04,22.14%,39.54%,82.82,5.71%,4.11%
DEFA,iShares Adaptive Currency Hedged MSCI EAFE ETF,Equity,"$10,312,463.00 ",0.85%,"1,206",$29.47 ,-0.10%,No,No,0.47%,0.94%,19.36%,29.77%,N/A,"$1,475,708.00 ",$0.00 ,"$1,475,708.00 ","$1,475,708.00 ","$7,100,410.00 ","$7,100,410.00 ",Foreign Large Cap Equities,2016-01-05,0.35%,N/A,$0.93 ,2019-12-24,$0.33 ,3.15%,15.85,0.76,2,100.00%,39%,20%,1099,$29.09 ,$29.53 ,$29.46 ,$29.48 ,60.56,N/A,N/A,A-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FLM,First Trust ISE Global Engineering and Construction ETF,Equity,"$10,192,055.00 ",0.44%,"2,183",$51.06 ,0.06%,No,No,0.76%,0.80%,7.20%,6.23%,29.21%,$0.00 ,$0.00 ,$0.00 ,"($2,542,117.00)","($4,928,737.00)","($5,155,725.97)",Building & Construction ,2008-10-13,0.70%,N/A,$0.94 ,2019-12-13,$0.17 ,1.83%,11.59,1.02,64,28.38%,35%,15%,1099,$50.43 ,$51.18 ,$51.02 ,$51.12 ,59.6,B+,B+,B,B+,A+,B+,A+,5.34,39.39%,45.79%,49.58,12.81%,7.31%
SOIL,Global X Fertilizers/Potash ETF,Equity,"$10,156,809.00 ",0.51%,"3,873",$8.83 ,-0.34%,No,No,0.07%,1.68%,-4.09%,-2.19%,-8.06%,$0.00 ,$0.00 ,$0.00 ,"($1,370,190.50)","($2,381,189.00)","($3,127,364.00)",Materials,2011-05-25,0.69%,2 Platforms,$0.10 ,2019-12-30,$0.02 ,1.17%,17.67,0.95,31,49.10%,35%,15%,1099,$8.66 ,$8.87 ,$8.80 ,$8.87 ,57.98,B-,C,C+,B+,A,B,B-,2.75,0.00%,5.51%,911.11,5.78%,0.66%
LSLT,Salt Low truBeta US Market Fund,Equity,"$10,133,935.00 ",1.23%,"2,220",$28.95 ,0.70%,No,No,1.63%,2.56%,N/A,N/A,N/A,"$715,285.00 ","$715,285.00 ","$715,285.00 ","$6,826,520.00 ","$6,826,520.00 ","$6,826,520.00 ",Large Cap Blend Equities,2019-03-12,0.00%,N/A,N/A,N/A,N/A,N/A,21.39,1.06,101,10.61%,N/A,N/A,N/A,$28.19 ,$28.86 ,$28.92 ,$28.98 ,69.96,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.4,38.89%,47.38%,567.83,11.24%,8.77%
IHAK,iShares Cybersecurity and Tech ETF,Equity,"$9,985,349.00 ",6.46%,"5,811",$28.55 ,0.60%,No,No,2.68%,6.56%,N/A,N/A,N/A,"$1,416,952.00 ","$1,416,952.00 ","$2,765,591.00 ","$5,498,109.00 ","$5,498,109.00 ","$5,498,109.00 ",Technology Equities,2019-06-11,0.47%,N/A,$0.04 ,2019-12-16,$0.03 ,0.14%,31.01,1.19,45,40.61%,39%,20%,1099,$26.22 ,$28.54 ,$28.39 ,$28.75 ,75.94,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.88,11.63%,16.83%,11.08,13.91%,5.52%
WTIU,ProShares Daily 3x Long Crude ETN,Commodity,"$9,977,980.00 ",-14.48%,"57,425",$11.84 ,-2.39%,No,3x,-11.05%,-13.27%,-4.39%,-49.76%,N/A,$0.00 ,$0.00 ,"($7,155,100.00)","($11,188,488.00)","($15,856,301.00)","($15,856,301.00)",Leveraged Commodities,2017-01-04,1.45%,N/A,$0.00 ,N/A,N/A,0.00%,0,4.12,1,100.00%,39%,20%,1099,$11.68 ,$15.47 ,$11.57 ,$12.03 ,43.59,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TPAY,Tortoise Digital Payments Infrastructure Fund,Equity,"$9,925,589.00 ",4.01%,"3,645",$33.06 ,1.04%,No,No,2.69%,4.04%,N/A,N/A,N/A,$0.00 ,$0.00 ,$0.00 ,"$6,126,245.00 ","$6,126,245.00 ","$6,126,245.00 ",Technology Equities,2019-01-31,0.40%,N/A,$0.56 ,2019-12-30,$0.56 ,1.72%,25.18,1.73,49,45.85%,39%,20%,1099,$31.34 ,$32.94 ,$32.88 ,$33.14 ,67.92,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.04,13.66%,19.03%,9.49,0.00%,0.55%
ADRU,Invesco BLDRS Europe Select ADR Index Fund,Equity,"$9,879,501.00 ",0.87%,927,$21.91 ,0.09%,No,No,-0.16%,1.04%,15.46%,23.61%,22.04%,$0.00 ,$0.00 ,$0.00 ,"($4,101,149.00)","($3,871,764.00)","($9,935,463.50)",Europe Equities,2002-11-13,0.30%,N/A,$0.84 ,2019-12-23,$0.20 ,3.84%,13.97,0.85,73,44.57%,35%,15%,1099,$21.64 ,$22.06 ,N/A,N/A,62.27,B+,C,A-,B-,A-,A-,B+,8.23,79.67%,97.46%,108.83,11.31%,4.74%
RVRS,Reverse Cap Weighted U.S. Large Cap ETF,Equity,"$9,836,585.00 ",0.92%,"4,561",$17.88 ,0.22%,No,No,1.14%,1.81%,20.60%,N/A,N/A,$0.00 ,$0.00 ,"($4,480.00)","($27,915.00)","$7,088,390.00 ","$7,088,390.00 ",Mid Cap Blend Equities,2017-10-31,0.29%,N/A,$0.32 ,2019-12-30,$0.32 ,1.81%,17.39,1.14,504,11.65%,39%,20%,1099,$17.50 ,$17.85 ,$17.86 ,$17.90 ,67.48,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.51,96.02%,50.10%,259.4,6.80%,4.55%
SDVY,First Trust SMID Cap Rising Dividend Achievers ETF,Equity,"$9,827,526.00 ",0.51%,"3,877",$21.77 ,-0.64%,No,No,0.67%,-0.05%,17.24%,N/A,N/A,$0.00 ,$0.00 ,$0.00 ,"$5,071,481.00 ","$7,137,670.50 ","$7,137,670.50 ",Small Cap Blend Equities,2017-11-01,0.60%,N/A,$0.37 ,2019-12-13,$0.13 ,1.67%,13.71,1.18,101,10.91%,39%,20%,1099,$21.56 ,$21.91 ,$21.72 ,$21.87 ,57.08,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.6,13.33%,28.20%,150.3,2.98%,3.11%
JPNL,Direxion Daily Japan Bull 3x Shares,Equity,"$9,767,296.00 ",1.47%,"4,120",$65.03 ,-1.44%,No,3x,0.02%,-2.11%,33.99%,37.05%,70.43%,"($118,116.00)","($3,306,253.50)","($118,116.00)","($5,325,412.50)","$4,133,894.00 ","$6,555,399.50 ",Leveraged Equities,2013-06-26,1.29%,N/A,$0.51 ,2019-12-23,$0.01 ,0.77%,15.38,2.48,2,100.00%,35%,15%,1099,$63.59 ,$67.13 ,$64.94 ,$65.21 ,51.85,B-,B-,B,C+,C+,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NJAN,Innovator Nasdaq-100 Power Buffer ETF January Series,Equity,"$9,728,867.00 ",N/A,N/A,$35.48 ,0.03%,No,No,0.67%,N/A,N/A,N/A,N/A,"$2,628,570.00 ",$0.00 ,"$2,628,570.00 ","$2,628,570.00 ","$2,628,570.00 ","$2,628,570.00 ",Global Equities,2020-01-01,0.79%,N/A,N/A,N/A,N/A,N/A,0,0,N/A,N/A,39%,20%,1099,N/A,N/A,$35.44 ,$35.54 ,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AMJL,Credit Suisse X-Links Monthly Pay 2xLeveraged Alerian MLP Index ETN,Equity,"$9,713,528.00 ",8.66%,"22,173",$11.10 ,0.00%,No,2x,1.42%,7.64%,-9.81%,-36.78%,N/A,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"($1,799,220.00)","($1,799,220.00)",Leveraged Equities,2016-05-17,0.85%,N/A,$1.68 ,2019-12-11,$0.23 ,15.11%,0,1.81,46,54.79%,39%,20%,1099,$9.95 ,$11.25 ,N/A,N/A,61.48,N/A,N/A,B,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FTXH,First Trust Nasdaq Pharmaceuticals ETF,Equity,"$9,683,796.00 ",3.56%,"2,411",$24.12 ,1.43%,No,No,3.47%,4.46%,21.42%,28.66%,N/A,"$10,682.50 ",$0.00 ,"$10,682.50 ","$4,215,092.50 ","$6,345,526.50 ","$6,345,526.50 ",Health & Biotech Equities,2016-09-21,0.60%,N/A,$0.16 ,2019-12-13,$0.04 ,0.66%,18.86,1.05,28,62.16%,39%,20%,1099,$22.95 ,$23.92 ,$24.07 ,$24.16 ,71.68,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.65,36.48%,29.40%,29.9,0.00%,24.65%
FDTS,First Trust Developed Markets ex-US Small Cap AlphaDEX Fund,Equity,"$9,611,296.00 ",-0.83%,637,$38.28 ,0.24%,No,No,-0.44%,0.94%,13.40%,18.68%,33.42%,$0.00 ,$0.00 ,$0.00 ,"($1,830,963.50)","$3,554,754.00 ","$3,717,169.50 ",Foreign Small & Mid Cap Equities,2012-02-15,0.80%,N/A,$0.89 ,2019-12-13,$0.48 ,2.31%,8.95,0.98,395,6.03%,35%,15%,1099,$36.76 ,$39.15 ,$38.26 ,$38.33 ,65.27,C,C,C,B,C,A-,B-,4.04,4.46%,19.04%,255.27,3.12%,3.54%
TTTN,TigerShares China-U.S. Internet Titans ETF,Equity,"$9,525,992.00 ",7.03%,"2,853",$31.44 ,-0.16%,No,No,1.89%,7.47%,27.91%,N/A,N/A,$0.00 ,$0.00 ,"($5,500.00)","$1,285,720.00 ","$4,833,975.00 ","$4,833,975.00 ",Large Cap Growth Equities,2018-11-06,0.59%,N/A,$0.00 ,N/A,N/A,0.00%,27.59,1.39,21,61.02%,39%,20%,1099,$28.42 ,$32.01 ,$31.34 ,$31.56 ,71.81,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.63,8.43%,13.75%,12.16,8.08%,0.99%
HOMZ,Hoya Capital Housing ETF,Real Estate,"$9,506,380.00 ",2.11%,"3,336",$29.50 ,0.85%,No,No,1.90%,2.98%,N/A,N/A,N/A,$0.00 ,$0.00 ,$0.00 ,"$6,034,907.25 ","$6,034,907.25 ","$6,034,907.25 ",Real Estate,2019-03-20,0.45%,N/A,$0.45 ,2020-01-14,$0.03 ,1.54%,19.32,1.07,100,18.44%,39%,20%,1099,$28.43 ,$29.40 ,N/A,N/A,63.39,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.53,69.41%,26.96%,93.83,0.74%,7.65%
FCA,First Trust China AlphaDEX Fund,Equity,"$9,462,797.00 ",0.80%,"1,479",$27.16 ,-0.37%,No,No,-0.22%,4.30%,16.19%,48.89%,36.16%,$0.00 ,$0.00 ,$0.00 ,"$1,449,504.50 ","$4,486,973.00 ","($2,532,070.36)",Asia Pacific Equities,2011-04-21,0.80%,N/A,$1.00 ,2019-12-13,$0.24 ,3.70%,7.99,1.16,51,33.09%,35%,15%,1099,$24.82 ,$28.00 ,$27.09 ,$27.21 ,63.62,B,B-,C+,B,B,A,B-,1.41,1.19%,0.95%,869.4,4.36%,2.96%
HFXE,IQ 50 Percent Hedged FTSE Europe ETF,Equity,"$9,450,571.00 ",0.55%,"1,911",$21.00 ,0.00%,No,No,0.12%,1.51%,22.78%,32.42%,N/A,$0.00 ,$0.00 ,$0.00 ,"($1,899,038.00)","($33,056,492.42)","($950,131.92)",Europe Equities,2015-07-22,0.30%,N/A,$0.65 ,2019-12-30,$0.22 ,3.09%,16,0.78,573,17.10%,35%,15%,1099,$20.67 ,$21.10 ,$21.00 ,$21.02 ,63.05,N/A,N/A,B+,N/A,N/A,C,A,7.8,49.11%,94.61%,152.42,13.62%,5.59%
EASG,Xtrackers MSCI EAFE ESG Leaders Equity ETF,Equity,"$9,410,761.00 ",0.52%,"1,364",$26.86 ,0.07%,No,No,0.56%,0.84%,19.65%,N/A,N/A,$0.00 ,$0.00 ,$0.00 ,"$1,221,297.00 ","$1,221,297.00 ","$1,221,297.00 ",Foreign Large Cap Equities,2018-09-06,0.14%,N/A,$0.79 ,2019-12-18,$0.30 ,2.93%,17.78,0.84,364,16.66%,39%,20%,1099,$26.56 ,$26.94 ,$26.86 ,$26.86 ,59.91,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.21,97.43%,97.39%,130.4,4.67%,9.09%
HEWL,iShares Currency Hedged MSCI Switzerland ETF,Equity,"$9,354,003.00 ",0.61%,"1,211",$31.18 ,0.06%,No,No,-0.23%,1.06%,28.43%,41.36%,N/A,$0.00 ,$0.00 ,"$1,546,672.50 ","$1,546,672.50 ","$4,066,501.00 ","$5,625,265.50 ",Europe Equities,2015-06-29,0.53%,N/A,$1.00 ,2019-12-03,$0.41 ,3.23%,22.73,0.66,2,100.00%,35%,15%,1099,$30.80 ,$31.48 ,$31.15 ,$31.23 ,58.84,N/A,N/A,B-,N/A,N/A,N/A,C,N/A,N/A,N/A,N/A,N/A,N/A
EMMF,WisdomTree Emerging Markets Multifactor Fund,Equity,"$9,233,462.00 ",1.52%,"12,367",$22.95 ,-0.48%,No,No,1.31%,2.50%,2.33%,N/A,N/A,$0.00 ,$0.00 ,"($2,251,421.00)","($6,073,290.69)","$7,762,606.31 ","$7,762,606.31 ",Asia Pacific Equities,2018-08-10,0.48%,N/A,$0.66 ,2019-12-23,$0.14 ,2.87%,10.88,0.55,225,11.89%,39%,20%,1099,$22.15 ,$23.08 ,$22.95 ,$22.95 ,63.92,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.32,6.02%,10.28%,698.22,3.23%,4.47%
SIMS,SPDR S&P Kensho Intelligent Structures ETF,Equity,"$9,179,559.00 ",-0.02%,"1,006",$32.68 ,-0.21%,No,No,-0.67%,0.35%,26.33%,N/A,N/A,$0.00 ,$0.00 ,"$5,271.00 ","($625,531.60)","($625,531.60)","($625,531.60)",All Cap Equities,2017-12-26,0.45%,N/A,$0.40 ,2019-12-23,$0.25 ,1.23%,17.44,1.28,44,38.34%,39%,20%,1099,$32.46 ,$32.96 ,$32.62 ,$32.80 ,58.79,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.31,55.23%,72.33%,98.47,9.77%,13.37%
SFYX,SoFi Next 500 ETF,Equity,"$9,154,585.00 ",1.50%,"5,795",$10.78 ,0.19%,No,No,1.18%,2.48%,N/A,N/A,N/A,"$531,630.00 ","$531,630.00 ","$1,062,975.00 ","$7,556,940.00 ","$7,556,940.00 ","$7,556,940.00 ",Mid Cap Growth Equities,2019-04-11,N/A,N/A,$0.11 ,2019-12-26,$0.08 ,1.01%,19.11,1.05,491,9.11%,39%,20%,1099,$10.51 ,$10.79 ,$10.75 ,$10.83 ,69.79,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.75,31.68%,15.22%,156.7,5.27%,5.32%
